Cod_setor;Cod_Grandes Regiões;Nome_Grande_Regiao;Cod_UF;Nome_da_UF ;Cod_meso;Nome_da_meso;Cod_micro;Nome_da_micro;Cod_RM;Nome_da_RM;Cod_municipio;Nome_do_municipio;Cod_distrito;Nome_do_distrito;Cod_subdistrito;Nome_do_subdistrito;Cod_bairro;Nome_do_bairro;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;V015;V016;V017;V018;V019;V020;V021;V022;V023;V024;V025;V026;V027;V028;V029;V030;V031;V032;V033;V034;V035;V036;V037;V038;V039;V040;V041;V042;V043;V044;V045;V046;V047;V048;V049;V050;V051;V052;V053;V054;V055;V056;V057;V058;V059;V060;V061;V062;V063;V064;V065;V066;V067;V068;V069;V070;V071;V072;V073;V074;V075;V076;V077;V078;V079;V080;V081;V082;V083;V084;V085;V086;V087;V088;V089;V090;V091;V092;V093;V094;V095;V096;V097;V098;V099;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125;V126;V127;V128;V129;V130;V131;V132;V133;V134;V135;V136;V137;V138;V139;V140;V141;V142;V143;V144;V145;V146;V147;V148;V149;V150;V151;V152;V153;V154
354990405000902;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904015;Setor Socioeconômico 12;1;185;185;175;173;2;10;0;10;0;175;0;0;0;656;325;331;656;647;9;0;0;325;322;3;0;0;331;325;6;0;0;9;14;9;12;9;14;10;11;13;15;16;10;11;19;10;10;8;12;17;9;9;18;5;13;8;64;85;52;58;29;24;17;21;7;5;1;2;0;0;0;0;5;7;5;6;4;7;7;4;8;6;8;6;3;9;5;3;1;7;12;5;4;9;5;5;4;34;36;27;32;18;12;4;12;2;2;0;1;0;0;0;0;4;7;4;6;5;7;3;7;5;9;8;4;8;10;5;7;7;5;5;4;5;9;0;8;4;30;49;25;26;11;12;13;9;5;3;1;1;0;0;0;0
354990405000903;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904015;Setor Socioeconômico 12;1;165;165;150;149;1;15;0;15;0;150;0;0;0;491;250;241;491;488;3;0;0;250;249;1;0;0;241;239;2;0;0;9;7;5;7;14;10;6;5;9;8;10;10;2;9;11;9;8;11;15;9;9;11;10;6;9;40;44;69;44;29;20;11;7;5;1;2;0;0;0;0;0;3;3;2;2;6;3;2;1;5;5;5;7;2;6;7;4;7;7;9;7;5;4;5;2;4;14;27;32;27;13;10;7;2;3;0;2;0;0;0;0;0;6;4;3;5;8;7;4;4;4;3;5;3;0;3;4;5;1;4;6;2;4;7;5;4;5;26;17;37;17;16;10;4;5;2;1;0;0;0;0;0;0
354990405000904;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904015;Setor Socioeconômico 12;1;119;119;114;111;3;5;0;5;0;114;0;0;0;436;209;227;436;422;14;0;0;209;203;6;0;0;227;219;8;0;0;4;4;16;2;6;10;5;3;3;10;9;5;8;12;13;14;8;6;7;10;11;9;14;8;15;30;41;30;22;32;19;24;6;5;7;4;2;1;1;0;0;1;3;9;0;2;5;1;3;2;7;1;3;3;8;5;9;5;4;3;5;3;6;7;5;5;14;22;14;8;15;7;12;2;3;4;2;0;1;0;0;0;3;1;7;2;4;5;4;0;1;3;8;2;5;4;8;5;3;2;4;5;8;3;7;3;10;16;19;16;14;17;12;12;4;2;3;2;2;0;1;0;0
354990405000905;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904015;Setor Socioeconômico 12;1;201;201;196;192;4;5;0;5;0;196;0;0;0;787;357;430;787;770;17;0;0;357;352;5;0;0;430;418;12;0;0;16;13;14;16;20;14;14;16;20;18;12;13;17;9;10;14;17;11;10;17;13;18;21;17;15;77;68;55;38;27;49;41;19;12;15;7;1;2;1;0;0;12;8;5;9;8;3;6;6;9;9;5;6;12;5;5;3;7;2;6;10;5;9;13;6;9;34;30;30;16;9;15;19;7;7;7;3;1;1;0;0;0;4;5;9;7;12;11;8;10;11;9;7;7;5;4;5;11;10;9;4;7;8;9;8;11;6;43;38;25;22;18;34;22;12;5;8;4;0;1;1;0;0
354990405000906;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904019;Setor Socioeconômico 16;1;95;95;93;93;0;2;0;2;0;93;0;0;0;321;145;176;321;321;0;0;0;145;145;0;0;0;176;176;0;0;0;3;3;2;1;3;2;2;8;5;6;8;1;1;6;0;4;6;4;7;9;8;5;4;10;7;40;24;17;13;30;28;24;11;10;4;2;1;0;2;0;0;1;3;1;1;1;0;1;4;2;3;4;1;1;5;0;1;2;0;2;7;4;2;2;3;3;16;15;7;5;12;15;10;4;3;3;0;0;0;1;0;0;2;0;1;0;2;2;1;4;3;3;4;0;0;1;0;3;4;4;5;2;4;3;2;7;4;24;9;10;8;18;13;14;7;7;1;2;1;0;1;0;0
354990405000907;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904019;Setor Socioeconômico 16;1;169;169;153;153;0;16;0;16;0;153;0;0;0;494;232;262;494;494;0;0;0;232;232;0;0;0;262;262;0;0;0;12;6;15;4;10;8;9;4;10;9;4;7;7;6;6;3;3;5;4;9;3;3;4;2;9;60;52;69;39;30;32;20;15;6;3;3;2;1;0;0;0;1;1;2;1;4;2;5;3;4;5;3;3;2;4;3;3;0;0;2;3;2;3;2;0;5;25;22;41;21;16;16;11;9;4;0;3;1;0;0;0;0;11;5;13;3;6;6;4;1;6;4;1;4;5;2;3;0;3;5;2;6;1;0;2;2;4;35;30;28;18;14;16;9;6;2;3;0;1;1;0;0;0
354990405000908;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904015;Setor Socioeconômico 12;1;165;165;160;156;4;5;0;5;0;160;0;0;0;592;281;311;592;579;13;0;0;281;274;7;0;0;311;305;6;0;0;5;7;12;11;5;12;17;11;8;9;13;12;14;12;7;9;9;9;8;4;8;9;12;6;12;82;54;35;30;29;36;34;17;16;8;6;3;1;0;0;0;4;3;9;3;1;6;8;5;6;7;5;5;7;6;3;2;4;3;4;3;4;6;4;3;8;44;24;18;13;11;14;14;7;10;3;3;0;1;0;0;0;1;4;3;8;4;6;9;6;2;2;8;7;7;6;4;7;5;6;4;1;4;3;8;3;4;38;30;17;17;18;22;20;10;6;5;3;3;0;0;0;0
354990405000909;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904015;Setor Socioeconômico 12;1;140;140;138;132;6;2;0;2;0;138;0;0;0;587;296;291;587;566;21;0;0;296;286;10;0;0;291;280;11;0;0;8;13;8;10;7;9;14;11;9;3;16;13;8;18;9;13;11;15;16;8;5;14;16;10;15;72;48;32;33;31;26;30;19;10;6;1;0;0;0;0;0;3;5;6;5;4;7;11;6;8;2;4;6;3;7;3;6;4;7;6;4;3;7;10;6;8;41;26;17;22;13;9;8;11;6;2;0;0;0;0;0;0;5;8;2;5;3;2;3;5;1;1;12;7;5;11;6;7;7;8;10;4;2;7;6;4;7;31;22;15;11;18;17;22;8;4;4;1;0;0;0;0;0
354990405000910;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904019;Setor Socioeconômico 16;1;156;156;145;145;0;11;5;6;0;145;0;0;0;524;261;263;524;524;0;0;0;261;261;0;0;0;263;263;0;0;0;9;9;3;7;5;8;14;8;5;5;8;8;5;5;6;13;10;14;7;11;10;12;10;6;10;43;46;43;39;31;28;24;25;13;13;7;3;0;1;0;0;5;5;2;5;2;3;9;4;3;3;5;4;3;2;3;7;6;4;6;7;6;7;5;5;5;20;22;20;21;12;12;10;12;5;8;1;1;0;1;0;0;4;4;1;2;3;5;5;4;2;2;3;4;2;3;3;6;4;10;1;4;4;5;5;1;5;23;24;23;18;19;16;14;13;8;5;6;2;0;0;0;0
354990405000911;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904015;Setor Socioeconômico 12;1;236;236;232;232;0;4;2;2;0;232;0;0;0;838;440;398;838;838;0;0;0;440;440;0;0;0;398;398;0;0;0;25;11;22;18;31;18;11;24;18;23;26;17;24;16;21;17;13;13;11;15;11;16;28;17;20;89;67;52;49;39;32;22;6;7;3;4;1;0;1;0;0;14;4;10;9;17;8;6;16;11;10;15;11;15;6;12;9;10;7;4;8;5;10;14;9;10;42;33;30;26;18;15;14;3;3;1;4;0;0;1;0;0;11;7;12;9;14;10;5;8;7;13;11;6;9;10;9;8;3;6;7;7;6;6;14;8;10;47;34;22;23;21;17;8;3;4;2;0;1;0;0;0;0
354990405000912;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904015;Setor Socioeconômico 12;1;155;155;152;150;2;3;0;3;0;152;0;0;0;597;309;288;597;594;3;0;0;309;309;0;0;0;288;285;3;0;0;13;17;13;15;17;14;17;19;18;11;17;19;12;16;10;16;17;13;10;12;7;14;13;18;11;56;65;40;23;19;18;8;2;3;4;0;0;0;0;0;0;6;10;8;9;9;8;7;11;14;4;11;11;8;11;5;7;9;6;6;7;4;5;6;8;6;28;33;13;11;13;11;2;0;0;2;0;0;0;0;0;0;7;7;5;6;8;6;10;8;4;7;6;8;4;5;5;9;8;7;4;5;3;9;7;10;5;28;32;27;12;6;7;6;2;3;2;0;0;0;0;0;0
354990405000913;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904015;Setor Socioeconômico 12;1;186;186;186;185;1;0;0;0;0;186;0;0;0;721;351;370;721;718;3;0;0;351;350;1;0;0;370;368;2;0;0;24;19;20;17;24;17;11;27;27;23;22;17;14;17;19;17;15;16;14;8;12;6;11;9;14;66;69;47;36;25;14;17;14;6;3;4;0;0;0;0;0;14;7;11;8;17;8;5;14;11;13;12;9;8;8;9;11;2;7;10;4;5;1;7;6;5;34;25;19;20;11;6;9;8;4;0;3;0;0;0;0;0;10;12;9;9;7;9;6;13;16;10;10;8;6;9;10;6;13;9;4;4;7;5;4;3;9;32;44;28;16;14;8;8;6;2;3;1;0;0;0;0;0
354990405000914;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904015;Setor Socioeconômico 12;1;187;187;184;183;1;3;2;1;0;184;0;0;0;663;335;328;663;660;3;0;0;335;333;2;0;0;328;327;1;0;0;16;16;20;13;15;13;19;28;13;27;21;18;18;20;13;14;4;12;10;10;12;10;18;14;12;55;49;53;26;29;23;23;13;4;2;0;0;0;0;0;0;5;9;10;8;7;8;10;16;6;18;12;9;11;9;6;8;3;7;5;8;6;4;8;10;1;23;23;25;11;13;13;9;10;3;1;0;0;0;0;0;0;11;7;10;5;8;5;9;12;7;9;9;9;7;11;7;6;1;5;5;2;6;6;10;4;11;32;26;28;15;16;10;14;3;1;1;0;0;0;0;0;0
354990405000915;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904015;Setor Socioeconômico 12;1;131;131;129;129;0;2;0;2;0;129;0;0;0;490;263;227;490;490;0;0;0;263;263;0;0;0;227;227;0;0;0;13;15;7;19;14;7;13;15;18;14;14;14;16;11;9;15;11;4;8;7;6;18;9;5;6;57;38;26;21;22;24;5;3;2;1;1;2;0;0;0;0;5;7;5;13;9;5;4;7;10;8;7;8;11;8;5;10;4;3;3;7;4;12;2;1;3;24;19;15;13;14;13;0;3;1;0;0;0;0;0;0;0;8;8;2;6;5;2;9;8;8;6;7;6;5;3;4;5;7;1;5;0;2;6;7;4;3;33;19;11;8;8;11;5;0;1;1;1;2;0;0;0;0
354990405000916;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904015;Setor Socioeconômico 12;1;75;75;71;71;0;4;4;0;0;71;0;0;0;271;137;134;271;271;0;0;0;137;137;0;0;0;134;134;0;0;0;7;7;9;14;7;5;8;9;9;11;3;8;4;5;10;6;10;1;2;6;3;1;5;3;7;31;28;18;10;9;7;3;2;1;0;1;1;0;0;0;0;5;6;3;7;4;2;2;5;4;7;1;6;3;2;5;3;4;1;1;3;2;1;2;0;2;14;16;10;7;3;4;2;0;0;0;0;0;0;0;0;0;2;1;6;7;3;3;6;4;5;4;2;2;1;3;5;3;6;0;1;3;1;0;3;3;5;17;12;8;3;6;3;1;2;1;0;1;1;0;0;0;0
354990405000917;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904015;Setor Socioeconômico 12;2;110;110;107;104;3;3;1;2;0;107;0;0;0;354;176;178;354;344;10;0;0;176;171;5;0;0;178;173;5;0;0;4;9;15;7;6;11;11;6;10;12;10;6;8;10;7;6;8;5;5;6;5;5;8;10;3;29;35;18;18;16;16;11;5;6;3;4;0;0;0;0;0;0;4;5;0;5;7;4;4;2;6;6;2;3;4;4;4;3;4;2;3;4;2;3;5;2;17;18;10;9;7;10;6;4;3;1;3;0;0;0;0;0;4;5;10;7;1;4;7;2;8;6;4;4;5;6;3;2;5;1;3;3;1;3;5;5;1;12;17;8;9;9;6;5;1;3;2;1;0;0;0;0;0
354990405000918;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904015;Setor Socioeconômico 12;1;60;60;58;58;0;2;1;1;0;58;0;0;0;212;101;111;212;212;0;0;0;101;101;0;0;0;111;111;0;0;0;4;4;7;5;9;7;3;6;2;6;4;8;6;7;7;7;2;2;3;3;3;3;4;3;3;16;25;16;11;7;4;6;2;4;1;2;0;0;0;0;0;2;1;3;2;4;2;2;2;1;2;2;5;3;3;4;4;1;1;2;2;2;1;1;1;1;7;12;8;8;4;2;2;0;2;1;1;0;0;0;0;0;2;3;4;3;5;5;1;4;1;4;2;3;3;4;3;3;1;1;1;1;1;2;3;2;2;9;13;8;3;3;2;4;2;2;0;1;0;0;0;0;0
354990405000919;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904015;Setor Socioeconômico 12;1;26;26;26;26;0;0;0;0;0;26;0;0;0;105;48;57;105;105;0;0;0;48;48;0;0;0;57;57;0;0;0;1;1;5;3;3;2;3;0;3;2;3;3;3;4;1;3;6;2;2;1;0;2;0;3;2;10;12;9;7;5;1;0;1;0;2;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;1;3;1;2;1;1;2;2;1;2;1;0;1;0;3;2;5;6;5;3;1;1;0;0;0;0;0;0;0;0;0;0;1;1;4;2;3;1;2;0;3;1;0;2;1;3;0;1;4;1;0;0;0;1;0;0;0;5;6;4;4;4;0;0;1;0;2;0;0;0;0;0;0
354990405000920;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904015;Setor Socioeconômico 12;2;58;58;55;54;1;3;1;2;0;55;0;0;0;174;95;79;174;170;4;0;0;95;92;3;0;0;79;78;1;0;0;3;4;2;2;4;3;4;6;2;3;6;1;6;1;3;3;3;5;6;4;5;4;1;2;5;15;11;11;13;11;6;10;3;4;2;0;0;0;0;0;0;0;1;2;1;1;1;1;3;1;3;5;1;4;0;1;2;3;2;4;2;3;1;0;1;1;9;7;5;8;8;3;6;2;2;1;0;0;0;0;0;0;3;3;0;1;3;2;3;3;1;0;1;0;2;1;2;1;0;3;2;2;2;3;1;1;4;6;4;6;5;3;3;4;1;2;1;0;0;0;0;0;0
354990405000921;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904015;Setor Socioeconômico 12;2;219;219;214;209;5;5;3;2;0;214;0;0;0;746;380;366;746;724;22;0;0;380;368;12;0;0;366;356;10;0;0;26;17;20;21;21;17;22;22;14;25;21;16;18;19;14;20;11;16;12;15;19;23;18;15;16;70;64;35;38;31;23;14;5;4;2;1;0;1;0;0;0;17;9;11;9;12;9;8;11;11;12;9;7;7;10;7;10;5;8;7;7;10;11;6;10;9;34;31;19;22;13;13;8;4;2;0;1;0;1;0;0;0;9;8;9;12;9;8;14;11;3;13;12;9;11;9;7;10;6;8;5;8;9;12;12;5;7;36;33;16;16;18;10;6;1;2;2;0;0;0;0;0;0
354990405000922;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904015;Setor Socioeconômico 12;2;59;59;58;58;0;1;1;0;0;58;0;0;0;206;119;87;206;206;0;0;0;119;119;0;0;0;87;87;0;0;0;7;5;6;6;8;5;4;10;3;5;4;6;5;7;2;2;2;2;2;0;0;6;3;6;4;32;15;8;7;14;7;7;4;0;1;0;1;0;0;0;0;4;3;2;4;4;3;3;8;2;3;4;3;2;5;1;2;2;1;1;0;0;2;0;4;3;14;9;6;3;6;6;5;2;0;1;0;1;0;0;0;0;3;2;4;2;4;2;1;2;1;2;0;3;3;2;1;0;0;1;1;0;0;4;3;2;1;18;6;2;4;8;1;2;2;0;0;0;0;0;0;0;0
354990405000923;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904015;Setor Socioeconômico 12;2;53;53;48;46;2;5;1;4;0;48;0;0;0;157;88;69;157;150;7;0;0;88;84;4;0;0;69;66;3;0;0;3;2;8;2;5;1;1;1;3;6;4;6;4;3;4;4;6;2;4;3;4;3;2;3;4;13;12;13;8;9;8;0;2;1;2;0;1;0;0;0;0;3;0;4;1;2;0;1;1;3;2;2;3;2;0;3;3;3;1;2;2;3;2;2;0;3;5;8;9;5;4;3;0;2;1;2;0;1;0;0;0;0;0;2;4;1;3;1;0;0;0;4;2;3;2;3;1;1;3;1;2;1;1;1;0;3;1;8;4;4;3;5;5;0;0;0;0;0;0;0;0;0;0
354990405000925;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904015;Setor Socioeconômico 12;1;140;140;129;125;4;11;6;5;0;129;0;0;0;478;243;235;478;468;10;0;0;243;239;4;0;0;235;229;6;0;0;11;9;4;11;11;13;12;13;15;13;15;13;11;12;8;9;9;7;7;4;6;7;4;7;3;51;73;47;24;15;9;6;7;9;2;1;0;0;0;0;0;6;5;1;4;3;8;5;7;9;5;5;6;4;6;7;6;7;4;3;1;4;2;3;3;2;26;40;24;16;5;3;4;3;5;1;0;0;0;0;0;0;5;4;3;7;8;5;7;6;6;8;10;7;7;6;1;3;2;3;4;3;2;5;1;4;1;25;33;23;8;10;6;2;4;4;1;1;0;0;0;0;0
354990405000926;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904015;Setor Socioeconômico 12;1;461;461;393;380;13;68;0;68;0;393;0;0;0;1348;684;664;1348;1306;42;0;0;684;661;23;0;0;664;645;19;0;0;26;23;23;35;20;33;33;31;26;38;34;38;24;27;26;23;23;21;15;19;20;20;18;13;22;155;188;147;92;53;29;19;18;7;3;3;1;1;1;0;0;16;13;11;19;12;18;19;14;14;24;16;18;6;9;17;12;10;10;6;5;6;12;12;8;11;74;92;79;47;29;20;12;8;2;1;0;0;1;1;0;0;10;10;12;16;8;15;14;17;12;14;18;20;18;18;9;11;13;11;9;14;14;8;6;5;11;81;96;68;45;24;9;7;10;5;2;3;1;0;0;0;0
354990405000927;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904007;Setor Socioeconômico 04;1;200;X;X;X;X;X;X;X;X;0;X;X;X;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
354990405000928;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904007;Setor Socioeconômico 04;1;200;X;X;X;X;X;X;X;X;3;X;X;X;6;3;3;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
354990405000929;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904005;Setor Socioeconômico 03;1;5;X;X;X;X;X;X;X;X;5;X;X;X;16;9;7;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
354990405000930;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904022;Setor Socioeconômico 18;1;186;186;171;164;7;15;2;13;0;171;0;0;0;558;278;280;558;537;21;0;0;278;268;10;0;0;280;269;11;0;0;2;6;7;7;3;5;6;10;11;4;7;10;17;5;16;12;7;11;5;7;12;6;7;6;6;34;22;31;53;79;55;33;23;15;9;4;1;1;2;0;1;1;4;5;4;1;1;2;5;5;2;5;6;9;2;9;8;4;5;3;3;7;3;3;4;4;15;9;19;19;34;33;14;12;9;6;1;0;0;2;0;0;1;2;2;3;2;4;4;5;6;2;2;4;8;3;7;4;3;6;2;4;5;3;4;2;2;19;13;12;34;45;22;19;11;6;3;3;1;1;0;0;1
